City,AQItotal,PM2.5_AQI,PM10_AQI,NO2_AQI,SO2_AQI,CO_AQI,O3_AQI,Date
UongBi/QuangNinh,25,4,14,2,22,2,25,12/27/2022
UongBi/QuangNinh,15,5,8,1,4,2,15,12/28/2022
UongBi/QuangNinh,14,3,8,4,4,3,14,12/29/2022
UongBi/QuangNinh,18,2,18,11,16,4,10,12/30/2022
UongBi/QuangNinh,15,5,15,13,11,4,15,12/31/2022
UongBi/QuangNinh,12,6,8,9,3,3,12,1/1/2023
UongBi/QuangNinh,19,6,15,1,13,19,1,7/1/2022
UongBi/QuangNinh,7,7, , , , , ,7/2/2022
UongBi/QuangNinh,15,5,15,7,9,10, ,7/4/2022
UongBi/QuangNinh,22,5,22,13,9,11, ,7/5/2022
UongBi/QuangNinh,18,10,10,13,9,18, ,7/6/2022
UongBi/QuangNinh,19,5,19,15,9,16, ,7/7/2022
UongBi/QuangNinh,27,6,16,14,9,27, ,7/8/2022
UongBi/QuangNinh,38,4,12,8,9,38, ,7/9/2022
UongBi/QuangNinh,33,4,8,6,9,33,1,7/10/2022
UongBi/QuangNinh,31,2, ,8,9,31,1,7/11/2022
UongBi/QuangNinh,45,11,15,7,9,45,12,7/23/2022
UongBi/QuangNinh,39,10,14,10,9,39,12,7/24/2022
UongBi/QuangNinh,51,11,13,8,9,51,12,7/25/2022
UongBi/QuangNinh,39,9,13,5,9,39,12,7/26/2022
UongBi/QuangNinh,51,8,14,8,9,51,12,7/27/2022
UongBi/QuangNinh,14,11,14,10,10,2,12,7/28/2022
UongBi/QuangNinh,15,12,15,7,10,3,12,7/29/2022
UongBi/QuangNinh,10,10, , , , , ,7/30/2022
UongBi/QuangNinh,15,7,15,8,10,2,12,8/2/2022
UongBi/QuangNinh,16,10,16,13,11,2,12,8/3/2022
UongBi/QuangNinh,13,11,11,13,11,1,12,8/4/2022
UongBi/QuangNinh,12,10,8,12,11,1,12,8/5/2022
UongBi/QuangNinh,12,7,12,10,11,1,12,8/6/2022
UongBi/QuangNinh,13,7,13,6,11,1,12,8/7/2022
UongBi/QuangNinh,15,7,15,6,11,1,12,8/8/2022
UongBi/QuangNinh,12,10,10,5,12,1,12,8/9/2022
UongBi/QuangNinh,14,8,7,13,9,1,14,8/10/2022
UongBi/QuangNinh,16,7,9,9,7,2,16,8/11/2022
UongBi/QuangNinh,17,5,13,7,9,1,17,8/12/2022
UongBi/QuangNinh,7,7, , , , , ,8/13/2022
UongBi/QuangNinh,21,5,16,10,8,1,21,8/15/2022
UongBi/QuangNinh,21,18,11,8,5,1,21,8/16/2022
UongBi/QuangNinh,30,16,17,13,8,1,30,8/17/2022
UongBi/QuangNinh,29,23,17,12,8,1,29,8/18/2022
UongBi/QuangNinh,22,22,12,10,10,1,19,8/19/2022
UongBi/QuangNinh,20,19,8,6,6,1,20,8/20/2022
UongBi/QuangNinh,19,15,15,7,6,1,19,8/21/2022
UongBi/QuangNinh,25,20,17,11,7,1,25,8/22/2022
UongBi/QuangNinh,38,24,22,10,7,1,38,8/23/2022
UongBi/QuangNinh,34,34,15,12,7,1,26,8/24/2022
UongBi/QuangNinh,30,30,10,6,5,1,21,8/25/2022
UongBi/QuangNinh,25,21,14,6,5,1,25,8/26/2022
UongBi/QuangNinh,22,22,13,5,5,1,19,8/27/2022
UongBi/QuangNinh,24,18,12,5,5,1,24,8/28/2022
UongBi/QuangNinh,23,15,20,13,9,1,23,8/29/2022
UongBi/QuangNinh,32,25,26,11,8,1,32,8/30/2022
UongBi/QuangNinh,39,39,21,16,8,1,27,8/31/2022
UongBi/QuangNinh,34,34, , , , , ,9/1/2022
UongBi/QuangNinh,48,21,32,12,8,3,48,9/5/2022
UongBi/QuangNinh,51,38,32,14,7,3,51,9/6/2022
UongBi/QuangNinh,41,41,5,3,4,3,25,9/7/2022
UongBi/QuangNinh,20,6,5,5,6,3,20,9/8/2022
UongBi/QuangNinh,6,6, , , , , ,9/9/2022
UongBi/QuangNinh,48,29,17,14,9, ,48,9/12/2022
UongBi/QuangNinh,35,35,17,14,10,3,27,9/13/2022
UongBi/QuangNinh,36,36, , , , , ,9/14/2022
UongBi/QuangNinh,27,27,6,6,5,2,14,9/21/2022
UongBi/QuangNinh,17,15,13,7,5,2,17,9/22/2022
UongBi/QuangNinh,31,31,7,4,5,3,15,9/23/2022
UongBi/QuangNinh,19,19, , , , , ,9/24/2022
UongBi/QuangNinh,41,41,26,9,8,7,28,4/13/2022
UongBi/QuangNinh,38,38,27,14,9,8,21,4/14/2022
UongBi/QuangNinh,41,41,33,13,7,7,14,4/15/2022
UongBi/QuangNinh,46,46, , , , , ,4/16/2022
UongBi/QuangNinh,17,16,17,12,5,6,15,4/18/2022
UongBi/QuangNinh,48,17,48,26,19,7,6,4/19/2022
UongBi/QuangNinh,62,62,29,17,7,7,24,4/20/2022
UongBi/QuangNinh,42,42,17,8,1,7,17,4/21/2022
UongBi/QuangNinh,35,35,15,5,1,6,10,4/22/2022
UongBi/QuangNinh,30,30,14,6,1,6,7,4/23/2022
UongBi/QuangNinh,28,28,25,6,1,6,9,4/24/2022
UongBi/QuangNinh,35,35,20,6,1,6,13,4/25/2022
UongBi/QuangNinh,24,24,19,7,1,6,12,4/26/2022
UongBi/QuangNinh,24,24,14,6,1,6,8,4/27/2022
UongBi/QuangNinh,16,16,15,7,1,6,10,4/28/2022
UongBi/QuangNinh,15,14,15,11,3,6,7,4/29/2022
UongBi/QuangNinh,21,16,10,3,1,5,21,4/30/2022
UongBi/QuangNinh,24,6,18,3,1,6,24,5/1/2022
UongBi/QuangNinh,30,14,26,7,3,6,30,5/2/2022
UongBi/QuangNinh,47,17,47,15,7,7,36,5/3/2022
UongBi/QuangNinh,42,28,42,17,6,6,29,5/4/2022
UongBi/QuangNinh,37,28,37,17,4,6,23,5/5/2022
UongBi/QuangNinh,26,26,19,20,4,6,5,5/6/2022
UongBi/QuangNinh,22,22,13,14,4,5,12,5/7/2022
UongBi/QuangNinh,16,13,16,9,2,6,11,5/8/2022
UongBi/QuangNinh,18,18,10,6,1,6,10,5/9/2022
UongBi/QuangNinh,17,14,15,5,1,6,17,5/10/2022
UongBi/QuangNinh,16,15,16,10,2,6,9,5/11/2022
UongBi/QuangNinh,18,18,18,18,3,7,12,5/12/2022
UongBi/QuangNinh,19,18,19,10,3,8,12,5/13/2022
UongBi/QuangNinh,19,11,19,10,3,7,13,5/14/2022
UongBi/QuangNinh,18,14,10,3,1,6,18,5/15/2022
UongBi/QuangNinh,24,5,17,8,3,6,24,5/16/2022
UongBi/QuangNinh,28,10,22,9,3,7,28,5/17/2022
UongBi/QuangNinh,27,17,27,11,4,6,21,5/18/2022
UongBi/QuangNinh,23,22,23,12,3,6,14,5/19/2022
UongBi/QuangNinh,23,22,23,16,6,7,19,5/20/2022
UongBi/QuangNinh,23,23,19,19,11,7,9,5/21/2022
UongBi/QuangNinh,22,22,13,11,3,6,11,5/22/2022
UongBi/QuangNinh,16,13,16,15,3,7,7,5/23/2022
UongBi/QuangNinh,19,16,19,7,1,6,13,5/24/2022
UongBi/QuangNinh,26,16,26,8,5,7,15,5/25/2022
UongBi/QuangNinh,22,22,15, ,20, ,7,5/26/2022
UongBi/QuangNinh,29,21,1, ,29, , ,5/27/2022
UongBi/QuangNinh,31,1,1, ,31, , ,5/28/2022
UongBi/QuangNinh,24,19,24,3,1,6,10,6/1/2022
UongBi/QuangNinh,23,23,22,5, ,6,14,6/2/2022
UongBi/QuangNinh,26,19,26,4, ,5,12,6/3/2022
UongBi/QuangNinh,24,24,12,2, ,5,6,6/4/2022
UongBi/QuangNinh,12,12, , , , , ,6/5/2022
UongBi/QuangNinh,16,14,16,7,1,8,8,6/7/2022
UongBi/QuangNinh,23,14,23,11, ,7,1,6/8/2022
UongBi/QuangNinh,21,17, ,12, ,6,21,6/9/2022
UongBi/QuangNinh,15,4,15,6,7,6,1,6/21/2022
UongBi/QuangNinh,13,7,13,5,7,8,1,6/22/2022
UongBi/QuangNinh,15,6,12,4,7,15,1,6/23/2022
UongBi/QuangNinh,17,5,9,4,7,17,1,6/24/2022
UongBi/QuangNinh,11,4,10,5,7,11,1,6/25/2022
UongBi/QuangNinh,15,4,14,5,7,15,1,6/26/2022
UongBi/QuangNinh,17,5,17,6,7,10,1,6/27/2022
UongBi/QuangNinh,18,6,18,3,11,14,1,6/28/2022
UongBi/QuangNinh,20,6,12,2,13,20,1,6/29/2022
UongBi/QuangNinh,12,5,12,3,12,11,1,6/30/2022
UongBi/QuangNinh,29,29,28,13,13,6,6,1/3/2022
UongBi/QuangNinh,32,32, , , , , ,1/4/2022
UongBi/QuangNinh,26,16,23,26,8,8,11,1/11/2022
UongBi/QuangNinh,24,24,11,8,5,8,16,1/12/2022
UongBi/QuangNinh,24,13,24,17,13,8,11,1/13/2022
UongBi/QuangNinh,30,30, , , , , ,1/14/2022
UongBi/QuangNinh,21,1,3,21,14,8,9,1/24/2022
UongBi/QuangNinh,1,1, , , , , ,1/25/2022
UongBi/QuangNinh,29,7,8,6,2,5,29,2/22/2022
UongBi/QuangNinh,23,7,8,5,3,5,23,2/23/2022
UongBi/QuangNinh,7,7, , , , , ,2/24/2022
UongBi/QuangNinh,30,7,8,12,4,5,30,2/28/2022
UongBi/QuangNinh,25,7,8,22,12,7,25,3/1/2022
UongBi/QuangNinh,34,6, ,13,11,6,34,3/2/2022
UongBi/QuangNinh,15,6,8,10,5,6,15,3/3/2022
UongBi/QuangNinh,6,6, , , , , ,3/4/2022
UongBi/QuangNinh,17,7,8,7,3,5,17,3/16/2022
UongBi/QuangNinh,17,7,8,17,9,7,4,3/17/2022
UongBi/QuangNinh,7,7, , , , , ,3/18/2022
UongBi/QuangNinh,14,6, ,5,12,5,14,3/20/2022
UongBi/QuangNinh,6,6, , , , , ,3/21/2022
UongBi/QuangNinh,88,88,22,22,13,7,9,3/28/2022
UongBi/QuangNinh,53,53, , , , , ,3/29/2022
UongBi/QuangNinh,33,26,33,12,28,9,23,11/3/2021
UongBi/QuangNinh,35,35,22,20,34,10,17,11/4/2021
UongBi/QuangNinh,27,23,23,7,27,10,16,11/5/2021
UongBi/QuangNinh,26,22,24,6,26,11,16,11/6/2021
UongBi/QuangNinh,26,25,25,6,26,12,21,11/7/2021
UongBi/QuangNinh,38,17,38,3,27,19,18,11/8/2021
UongBi/QuangNinh,31,28,31,9,27,23,19,11/9/2021
UongBi/QuangNinh,39,21,39,7,29,24,23,11/10/2021
UongBi/QuangNinh,44,30,44,15,27,23,26,11/11/2021
UongBi/QuangNinh,36,36,34,14,30,22,29,11/12/2021
UongBi/QuangNinh,39,29,39,8,28,24,28,11/13/2021
UongBi/QuangNinh,43,35,43,15,30,23,32,11/14/2021
UongBi/QuangNinh,45,35,45,14,28,24,35,11/15/2021
UongBi/QuangNinh,45,45,31,18,34,15,24,11/16/2021
UongBi/QuangNinh,30,30,28,8,28,7,21,11/17/2021
UongBi/QuangNinh,35,25,35,10,34,8,15,11/18/2021
UongBi/QuangNinh,35,35,29,13,27,8,24,11/19/2021
UongBi/QuangNinh,30,30,21,13,28,7,28,11/20/2021
UongBi/QuangNinh,26,20,17,8,26,7,20,11/21/2021
UongBi/QuangNinh,29,11,29,5,27,9,19,11/22/2021
UongBi/QuangNinh,36,22,36,4,24,7,23,11/23/2021
UongBi/QuangNinh,40,28,40,6,27,6,21,11/24/2021
UongBi/QuangNinh,42,34,42,11,32,6,17,11/25/2021
UongBi/QuangNinh,45,37,45,19,33,7,14,11/26/2021
UongBi/QuangNinh,44,37,44,18,34,33,19,11/27/2021
UongBi/QuangNinh,55,36,49,16,28,55,32,11/28/2021
UongBi/QuangNinh,43,43,42,20,31,38,27,11/29/2021
UongBi/QuangNinh,32,27,31,6,24,7,32,11/30/2021
UongBi/QuangNinh,30,23,25,9,23,4,30,12/1/2021
UongBi/QuangNinh,33,21,33,13,25,4,26,12/2/2021
UongBi/QuangNinh,36,30,36,17,27,5,28,12/3/2021
UongBi/QuangNinh,31,31,31,18,27,5,30,12/4/2021
UongBi/QuangNinh,37,26,31,13,25,5,37,12/5/2021
UongBi/QuangNinh,35,26,31,15,26,5,35,12/6/2021
UongBi/QuangNinh,39,25,36,15,25,4,39,12/7/2021
UongBi/QuangNinh,37,33,37,18,28,5,27,12/8/2021
UongBi/QuangNinh,42,34,42,12,23,5,40,12/9/2021
UongBi/QuangNinh,47,43,37,16,27,6,47,12/10/2021
UongBi/QuangNinh,37,37,30,14,27,5,36,12/11/2021
UongBi/QuangNinh,36,32,24,8,25,5,36,12/12/2021
UongBi/QuangNinh,32,23,32,10,24,6,30,12/13/2021
UongBi/QuangNinh,37,35,35,21,32,6,37,12/14/2021
UongBi/QuangNinh,40,39,35,22,29,6,40,12/15/2021
UongBi/QuangNinh,41,41,29,19,28,5,26,12/16/2021
UongBi/QuangNinh,29,29,23,6,25,6,28,12/17/2021
UongBi/QuangNinh,31,21,31,8,29,5,30,12/18/2021
UongBi/QuangNinh,34,26,21,9,25,6,34,12/19/2021
UongBi/QuangNinh,26,22,22,7,26,5,26,12/20/2021
UongBi/QuangNinh,33,24,33,12,27,5,24,12/21/2021
UongBi/QuangNinh,36,36,29,22,28,7,18,12/22/2021
UongBi/QuangNinh,33,33,31,18,28,8,27,12/23/2021
UongBi/QuangNinh,35,33,35,25,31,9,20,12/24/2021
UongBi/QuangNinh,41,41,35,18,31,6,24,12/25/2021
UongBi/QuangNinh,43,43,7,22,38,6,19,12/26/2021
UongBi/QuangNinh,28,7,15,6,28,6,11,12/27/2021
UongBi/QuangNinh,33,17,13,14,33,5,9,12/28/2021
UongBi/QuangNinh,20,14,10,9,20,5,11,12/29/2021
UongBi/QuangNinh,22,10,22,6,17,5,13,12/30/2021
UongBi/QuangNinh,24,24,23,8,12,6,14,12/31/2021
UongBi/QuangNinh,29,29,24,6,12,6,21,1/1/2022
UongBi/QuangNinh,28,26,27,13,15,6,28,1/2/2022
UongBi/QuangNinh,24,16,13,5,2,24,19,7/4/2021
UongBi/QuangNinh,30,22,30,9,2,14,15,7/5/2021
UongBi/QuangNinh,28,22,28,9,2,1,11,7/6/2021
UongBi/QuangNinh,19,15,19,5,1, ,11,7/7/2021
UongBi/QuangNinh,14,11,13,6,2,1,14,7/8/2021
UongBi/QuangNinh,13,12,13,7,2, ,12,7/9/2021
UongBi/QuangNinh,19,16,19,8,2,1,12,7/10/2021
UongBi/QuangNinh,17,14,17,9,2,1,9,7/11/2021
UongBi/QuangNinh,16,15,16,6,2,1,6,7/12/2021
UongBi/QuangNinh,14,12,14,5,2,1,9,7/14/2021
UongBi/QuangNinh,14,12,14,5,2,2,7,7/15/2021
UongBi/QuangNinh,46,46,39,11,1,1,12,7/22/2021
UongBi/QuangNinh,14,13,14,7,1,1,9,7/23/2021
UongBi/QuangNinh,16,11,15,5,1,1,16,7/24/2021
UongBi/QuangNinh,26,19,22,8,1,1,26,7/25/2021
UongBi/QuangNinh,30,24,30,13,1,1,27,7/26/2021
UongBi/QuangNinh,31,30,31,11,1,1,13,7/27/2021
UongBi/QuangNinh,20,16,20,8, ,1,6,7/28/2021
UongBi/QuangNinh,29,26,29,15,2,1,17,7/29/2021
UongBi/QuangNinh,29,21,24,12,2,1,29,7/30/2021
UongBi/QuangNinh,32,18,23,7, ,1,32,7/31/2021
UongBi/QuangNinh,15,10,12,5,1,1,15,8/1/2021
UongBi/QuangNinh,31,23,25,7,2,1,31,8/2/2021
UongBi/QuangNinh,39,24,26,11,5,1,39,8/3/2021
UongBi/QuangNinh,41,22,22,11,3,1,41,8/4/2021
UongBi/QuangNinh,45,35,33,13,3,1,45,8/5/2021
UongBi/QuangNinh,49,36,33,14,1,1,49,8/6/2021
UongBi/QuangNinh,54,28,27,13,1,1,54,8/7/2021
UongBi/QuangNinh,27,27,27,17,3,1,14,8/8/2021
UongBi/QuangNinh,25,25,23,22,1,1,4,8/9/2021
UongBi/QuangNinh,14,14,13,13,1,1,5,8/10/2021
UongBi/QuangNinh,13,13,13,10,1,1,12,8/11/2021
UongBi/QuangNinh,14,13,13,9,1,1,14,8/12/2021
UongBi/QuangNinh,16,14,16,10,1,1,14,8/13/2021
UongBi/QuangNinh,14,13,14,6,1,1,12,8/14/2021
UongBi/QuangNinh,10,9,10,5,1,1,5,8/15/2021
UongBi/QuangNinh,18,14,18,7, ,1,7,8/16/2021
UongBi/QuangNinh,17,14,17,8, ,1,15,8/17/2021
UongBi/QuangNinh,15,12,14,6,6,1,15,8/18/2021
UongBi/QuangNinh,16,13,16,6,12,1,16,8/19/2021
UongBi/QuangNinh,15,12,15,5,14,1,14,8/20/2021
UongBi/QuangNinh,16,12,14,4,16,1,6,8/21/2021
UongBi/QuangNinh,17,15,15,5,17,1,14,8/22/2021
UongBi/QuangNinh,18,16,17,8,18,1,13,8/23/2021
UongBi/QuangNinh,18,15,17,9,18,1,18,8/24/2021
UongBi/QuangNinh,18,14,14,6,18,1,12,8/25/2021
UongBi/QuangNinh,18,10,11,5,18,1,9,8/26/2021
UongBi/QuangNinh,18,12,14,9,18,1,11,8/27/2021
UongBi/QuangNinh,22,11,14,11,22,1,11,8/28/2021
UongBi/QuangNinh,22,17,18,7,22,1,13,8/29/2021
UongBi/QuangNinh,22,16,19,11,22,1,7,8/30/2021
UongBi/QuangNinh,23,17,20,10,23,1,7,8/31/2021
UongBi/QuangNinh,22,16,19,10,22,1,14,9/1/2021
UongBi/QuangNinh,23,17,18,14,23,1,10,9/2/2021
UongBi/QuangNinh,22,13,15,9,22,1,15,9/3/2021
UongBi/QuangNinh,23,11,12,6,23,1,18,9/4/2021
UongBi/QuangNinh,22,10,11,10,22,1,9,9/5/2021
UongBi/QuangNinh,24,14,17,8,24,1,19,9/6/2021
UongBi/QuangNinh,20,13,18,8,20,1,18,9/7/2021
UongBi/QuangNinh,20,8,10,5,20,1,14,9/8/2021
UongBi/QuangNinh,23,18,21,8,23,1,14,9/9/2021
UongBi/QuangNinh,22,18,22,6,22,1,21,9/10/2021
UongBi/QuangNinh,38,31,37,12,24,1,38,9/11/2021
UongBi/QuangNinh,42,23,27,11,24,1,42,9/12/2021
UongBi/QuangNinh,24,22,24,12,23,1,18,9/13/2021
UongBi/QuangNinh,21,11,13,4,21,1,14,9/14/2021
UongBi/QuangNinh,23,9,12,7,23,1,8,9/15/2021
UongBi/QuangNinh,25,14,15,8,25,1,10,9/16/2021
UongBi/QuangNinh,27,12,16,4,27,1,4,9/17/2021
UongBi/QuangNinh,32,17,21,11,32,1,13,9/21/2021
UongBi/QuangNinh,31,13,17,9,31,1,7,9/22/2021
UongBi/QuangNinh,31,11,15,7,31,1,8,9/23/2021
UongBi/QuangNinh,30,8,9,5,30,1,7,9/24/2021
UongBi/QuangNinh,34,10,12,5,34,1,11,9/25/2021
UongBi/QuangNinh,37,13,14,6,37,1,12,9/26/2021
UongBi/QuangNinh,38,13,14,7,38,1,18,9/27/2021
UongBi/QuangNinh,40,23,25,10,40,1,34,9/28/2021
UongBi/QuangNinh,33,23,25,12,33, ,24,9/29/2021
UongBi/QuangNinh,5,3,3,5,1,1, ,5/17/2021
UongBi/QuangNinh,4,3,4,3,1,2, ,5/18/2021
UongBi/QuangNinh,5,4,5,3, ,2, ,5/19/2021
UongBi/QuangNinh,6,5,5,3, ,6, ,5/20/2021
UongBi/QuangNinh,5,5,5,2,1,5, ,5/21/2021
UongBi/QuangNinh,6,5,4,1,1,6, ,5/22/2021
UongBi/QuangNinh,8,4,6,7,2,8, ,5/23/2021
UongBi/QuangNinh,12,4,4,6,5,12, ,5/24/2021
UongBi/QuangNinh,12,3,3,6,6,12, ,5/25/2021
UongBi/QuangNinh,11,3,3,7, ,11, ,5/26/2021
UongBi/QuangNinh,12,2,3,7,1,12, ,5/27/2021
UongBi/QuangNinh,11,2,3,5, ,11, ,5/28/2021
UongBi/QuangNinh,11,2,6,7,1,11, ,5/29/2021
UongBi/QuangNinh,11,4,6,8, ,11, ,5/30/2021
UongBi/QuangNinh,10,5,6,6, ,10, ,5/31/2021
UongBi/QuangNinh,11,5,6,5, ,11, ,6/1/2021
UongBi/QuangNinh,13,5,6,5, ,13, ,6/2/2021
UongBi/QuangNinh,13,5,13,4,6,13, ,6/3/2021
UongBi/QuangNinh,37,11,37,9,9,12, ,6/4/2021
UongBi/QuangNinh,42,28,42,6,6,13, ,6/5/2021
UongBi/QuangNinh,46,36,46,17,12,13, ,6/6/2021
UongBi/QuangNinh,35,35,19,10,4,11, ,6/7/2021
UongBi/QuangNinh,16,16,12,9,3,11, ,6/8/2021
UongBi/QuangNinh,22,9,22,11,3,11, ,6/9/2021
UongBi/QuangNinh,19,15,19,8,6,11, ,6/10/2021
UongBi/QuangNinh,18,14,18,4,6,11, ,6/11/2021
UongBi/QuangNinh,15,14,15,7,4,11, ,6/12/2021
UongBi/QuangNinh,21,14,21,4,3,11, ,6/13/2021
UongBi/QuangNinh,30,16,30,7,4,12, ,6/14/2021
UongBi/QuangNinh,31,22,31,8,4,12, ,6/15/2021
UongBi/QuangNinh,25,22,25,6,13,19, ,6/16/2021
UongBi/QuangNinh,32,19,29,7,32,14, ,6/17/2021
UongBi/QuangNinh,40,20,40,7,32,38, ,6/18/2021
UongBi/QuangNinh,44,25,44,7,32,25, ,6/19/2021
UongBi/QuangNinh,47,31,47,9,32,21, ,6/20/2021
UongBi/QuangNinh,45,36,45,16,32,28, ,6/21/2021
UongBi/QuangNinh,37,37,35,15,32,13, ,6/22/2021
UongBi/QuangNinh,35,27,35,16,11,18, ,6/23/2021
UongBi/QuangNinh,34,28,34,15,1,21, ,6/24/2021
UongBi/QuangNinh,29,27,29,7,2,23, ,6/25/2021
UongBi/QuangNinh,36,22,36,8,2,12, ,6/26/2021
UongBi/QuangNinh,37,26,37,9,2,17,20,6/27/2021
UongBi/QuangNinh,34,24,34,7,2,19,21,6/28/2021
UongBi/QuangNinh,28,23,18,4,2,28,13,6/29/2021
UongBi/QuangNinh,20,18,1,9,2,16,20,6/30/2021
UongBi/QuangNinh,45,45,35,11,5,4, ,1/4/2021
UongBi/QuangNinh,43,43,43,10,7,5, ,1/5/2021
UongBi/QuangNinh,60,60,25,5,10,4, ,1/6/2021
UongBi/QuangNinh,32,32,12,3,9,4, ,1/7/2021
UongBi/QuangNinh,22,10,22,3,11,3, ,1/8/2021
UongBi/QuangNinh,21,21,19,4,6,2, ,1/9/2021
UongBi/QuangNinh,22,22,19,2,3,2, ,1/10/2021
UongBi/QuangNinh,23,16,23,5,9,3, ,1/11/2021
UongBi/QuangNinh,24,24,24,10,10,4, ,1/12/2021
UongBi/QuangNinh,30,30,21,11,8,4, ,1/13/2021
UongBi/QuangNinh,28,28,22,12,8,5, ,1/14/2021
UongBi/QuangNinh,30,30,22,14,10,5, ,1/15/2021
UongBi/QuangNinh,30,30,20,5,5,4, ,1/16/2021
UongBi/QuangNinh,26,26,19,5,9,4, ,1/17/2021
UongBi/QuangNinh,22,22,22,9,7,5, ,1/18/2021
UongBi/QuangNinh,27,27,22,8,4,5, ,1/19/2021
UongBi/QuangNinh,29,29,14,9,7,6, ,1/20/2021
UongBi/QuangNinh,23,20,23,12,11,7, ,1/21/2021
UongBi/QuangNinh,37,37,24, ,8,7, ,1/22/2021
UongBi/QuangNinh,40,40,14, ,3,6, ,1/23/2021
UongBi/QuangNinh,35,25,9,35,6,4, ,1/24/2021
UongBi/QuangNinh,19,14,7,19,5,4, ,1/25/2021
UongBi/QuangNinh,20,12,9,20,6,5, ,1/26/2021
UongBi/QuangNinh,15,15,6,10,7,5, ,1/27/2021
UongBi/QuangNinh,18,7,9,18,10,6, ,1/28/2021
UongBi/QuangNinh,23,12,10,23,12,5, ,1/29/2021
UongBi/QuangNinh,31,15,8,31,18,4, ,1/30/2021
UongBi/QuangNinh,17,11,5,17,7,4, ,1/31/2021
UongBi/QuangNinh,15,7,5,15,5,4, ,2/1/2021
UongBi/QuangNinh,15,6,4,15,6,4, ,2/2/2021
UongBi/QuangNinh,15,5,4,15,7,4, ,2/3/2021
UongBi/QuangNinh,19,6,4,19,9,4, ,2/4/2021
UongBi/QuangNinh,11,6,3,11,6,4, ,2/5/2021
UongBi/QuangNinh,16,5,3,16,10,4, ,2/6/2021
UongBi/QuangNinh,16,4,3,16,11,5, ,2/7/2021
UongBi/QuangNinh,9,5,1,7,9,5, ,2/8/2021
UongBi/QuangNinh,10,1,2,6,10,5, ,2/9/2021
UongBi/QuangNinh,12,2,2,6,12,5, ,2/10/2021
UongBi/QuangNinh,13,3,3,9,13,5, ,2/11/2021
UongBi/QuangNinh,12,4,4,7,12,5, ,2/12/2021
UongBi/QuangNinh,11,6,6,11,10,5, ,2/13/2021
UongBi/QuangNinh,10,10,3,6,9,5, ,2/14/2021
UongBi/QuangNinh,13,5,4,8,13,4, ,2/15/2021
UongBi/QuangNinh,17,5,5,7,17,5, ,2/16/2021
UongBi/QuangNinh,22,9,4,14,22,6, ,2/17/2021
UongBi/QuangNinh,16,6,6,13,16,6, ,2/18/2021
UongBi/QuangNinh,15,9,6,15,9,6, ,2/19/2021
UongBi/QuangNinh,9,9,3,7,4,5, ,2/20/2021
UongBi/QuangNinh,8,5,2,8,5,4, ,2/21/2021
UongBi/QuangNinh,11,3,2,11,5,4, ,2/22/2021
UongBi/QuangNinh,5,3,1,5,3,4, ,2/23/2021
UongBi/QuangNinh,6,2,1,6,3,4, ,2/24/2021
UongBi/QuangNinh,12,1,1,12,5,4, ,2/25/2021
UongBi/QuangNinh,9,2,1,9,4,5, ,2/26/2021
UongBi/QuangNinh,16,2,1,16,9,5, ,2/27/2021
UongBi/QuangNinh,7,1,1,7,3,4, ,2/28/2021
UongBi/QuangNinh,11,2,4,11,10,5, ,3/1/2021
UongBi/QuangNinh,11,5,2,11,7,6, ,3/2/2021
UongBi/QuangNinh,14,2,1,14,6,6, ,3/3/2021
UongBi/QuangNinh,20,2,2,20,8,7, ,3/4/2021
UongBi/QuangNinh,9,3,9,7,3,4, ,3/5/2021
UongBi/QuangNinh,20,13,20,12,6,5, ,3/6/2021
UongBi/QuangNinh,24,24,20,19,7,5, ,3/7/2021
UongBi/QuangNinh,33,33,19,20,7,4, ,3/8/2021
UongBi/QuangNinh,29,29,17,12,4,4, ,3/9/2021
UongBi/QuangNinh,27,27,20,19,7,4, ,3/10/2021
UongBi/QuangNinh,30,30,20,13,5,5, ,3/11/2021
UongBi/QuangNinh,31,31,23,14,7,5, ,3/12/2021
UongBi/QuangNinh,37,37,18,11,5,4, ,3/13/2021
UongBi/QuangNinh,26,26,16,9,4,4, ,3/14/2021
UongBi/QuangNinh,25,25,16,10,4,4, ,3/15/2021
UongBi/QuangNinh,22,22,14,8,4,5, ,3/16/2021
UongBi/QuangNinh,19,19,12,8,5,12, ,3/17/2021
UongBi/QuangNinh,22,17,10,6,4,22, ,3/18/2021
UongBi/QuangNinh,29,14,10,12,5,29, ,3/19/2021
UongBi/QuangNinh,68,15,8,8,10,68, ,3/20/2021
UongBi/QuangNinh,94,10,23,3,6,94, ,3/21/2021
UongBi/QuangNinh,22,22, , , , , ,3/22/2021
UongBi/QuangNinh,33,33,17,6,17,4, ,10/1/2020
UongBi/QuangNinh,26,26,19,8,17,4, ,10/2/2020
UongBi/QuangNinh,26,26,23,7,17,3, ,10/3/2020
UongBi/QuangNinh,32,32,31,8,17,4, ,10/4/2020
UongBi/QuangNinh,44,44,22,2,16,4, ,10/5/2020
UongBi/QuangNinh,33,33,23,3,18,4, ,10/6/2020
UongBi/QuangNinh,35,35,20,2,19,4, ,10/7/2020
UongBi/QuangNinh,28,28,15,2,18,3, ,10/8/2020
UongBi/QuangNinh,21,21,19,2, ,4, ,10/9/2020
UongBi/QuangNinh,28,28,24,2,21,4, ,10/10/2020
